Transaction_ID,Amount,Merchant_Category,Device_Type,State,Bank,Hour,Is_Night,Fraud_Score,Is_Fraud,Status,Indicators
TXN00000145,1424,Education,Vivo V27,Uttar Pradesh,Axis Bank,15,0,0.25,0,CLEARED,""
TXN00000416,7729,Retail,iPhone 14,Kerala,Kotak Mahindra,8,0,0.189,0,CLEARED,""
TXN00000111,3713,Travel,Google Pixel 7,Tamil Nadu,Union Bank,7,0,0.286,0,CLEARED,""
TXN00000097,5460,Retail,OnePlus 11,Rajasthan,HDFC Bank,7,0,0.192,0,CLEARED,""
TXN00000376,3560,Retail,Google Pixel 7,Uttar Pradesh,Union Bank,15,0,0.025,0,CLEARED,""
TXN00000107,7082,Food & Dining,iPhone 14,Karnataka,Punjab National Bank,14,0,0.221,0,CLEARED,""
TXN00000502,1042,Entertainment,Redmi Note 12,Karnataka,Kotak Mahindra,20,0,0.254,0,CLEARED,""
TXN00000155,3616,Entertainment,OnePlus 11,Maharashtra,Bank of Baroda,2,1,0.101,0,CLEARED,""
TXN00000255,2594,Healthcare,Google Pixel 7,Delhi,Punjab National Bank,3,1,0.222,0,CLEARED,""
TXN00000459,2229,Education,OnePlus 11,Maharashtra,Axis Bank,15,0,0.014,0,CLEARED,""
TXN00000442,2999,Gas Station,Samsung Galaxy S23,Karnataka,HDFC Bank,9,0,0.284,0,CLEARED,""
TXN00000197,7926,Utility Bills,Google Pixel 7,Tamil Nadu,Axis Bank,15,0,0.16,0,CLEARED,""
TXN00000434,1611,E-commerce,Google Pixel 7,Tamil Nadu,Axis Bank,12,0,0.04,0,CLEARED,""
TXN00000550,1341,Utility Bills,Google Pixel 7,Delhi,HDFC Bank,11,0,0.023,0,CLEARED,""
TXN00000568,3031,Retail,iPhone 14,Delhi,Union Bank,14,0,0.018,0,CLEARED,""
TXN00000598,6928,Retail,Vivo V27,Uttar Pradesh,Axis Bank,21,0,0.229,0,CLEARED,""
TXN00000602,1664,Travel,Redmi Note 12,Uttar Pradesh,Punjab National Bank,17,0,0.249,0,CLEARED,""
TXN00000474,6663,Travel,Oppo Reno 10,Karnataka,Bank of Baroda,1,1,0.167,0,CLEARED,""
TXN00000344,885,Travel,Vivo V27,Tamil Nadu,HDFC Bank,12,0,0.162,0,CLEARED,""
TXN00000466,6779,Education,iPhone 14,Maharashtra,Union Bank,20,0,0.092,0,CLEARED,""
TXN00000206,6272,Education,iPhone 14,Tamil Nadu,SBI,11,0,0.276,0,CLEARED,""
TXN00000096,4259,Travel,OnePlus 11,Uttar Pradesh,Punjab National Bank,6,0,0.042,0,CLEARED,""
TXN00000347,1573,Gas Station,iPhone 14,Tamil Nadu,Union Bank,1,1,0.185,0,CLEARED,""
TXN00000370,4939,Entertainment,OnePlus 11,Telangana,Kotak Mahindra,22,1,0.334,0,CLEARED,""
TXN00000251,97,Gas Station,Redmi Note 12,Telangana,HDFC Bank,20,0,0.289,0,CLEARED,""
TXN00000582,11725,Travel,Oppo Reno 10,Delhi,Axis Bank,13,0,0.168,0,CLEARED,""
TXN00000158,8353,Healthcare,Vivo V27,Telangana,HDFC Bank,8,0,0.211,0,CLEARED,""
TXN00000616,8353,Travel,Google Pixel 7,Kerala,ICICI Bank,9,0,0.055,0,CLEARED,""
TXN00000546,3254,Gas Station,Samsung Galaxy S23,Kerala,ICICI Bank,6,0,0.191,0,CLEARED,""
TXN00000116,1609,Utility Bills,iPhone 14,Rajasthan,Axis Bank,14,0,0.287,0,CLEARED,""
TXN00000149,1219,E-commerce,Oppo Reno 10,Tamil Nadu,Axis Bank,0,1,0.097,0,CLEARED,""
TXN00000654,45,Travel,Google Pixel 7,Kerala,ICICI Bank,21,0,0.784,1,FLAGGED,"geo_mismatch;multiple_attempts"
TXN00000285,589,Education,Vivo V27,West Bengal,Bank of Baroda,18,0,0.332,0,CLEARED,""
TXN00000641,129,E-commerce,Vivo V27,Telangana,Axis Bank,13,0,0.802,1,FLAGGED,"velocity_breach;multiple_attempts;account_age"
TXN00000612,7630,Travel,Oppo Reno 10,Gujarat,Kotak Mahindra,21,0,0.206,0,CLEARED,""
TXN00000584,5213,Gas Station,Oppo Reno 10,Rajasthan,Punjab National Bank,8,0,0.255,0,CLEARED,""
TXN00000095,1842,Entertainment,Samsung Galaxy S23,Tamil Nadu,Axis Bank,14,0,0.078,0,CLEARED,""
TXN00000642,126,Utility Bills,Vivo V27,Uttar Pradesh,Bank of Baroda,12,0,0.787,1,FLAGGED,"new_device;merchant_risk;high_amount;geo_mismatch"
TXN00000609,2236,Education,Samsung Galaxy S23,Gujarat,Kotak Mahindra,16,0,0.243,0,CLEARED,""
TXN00000508,2043,Entertainment,iPhone 14,Kerala,Bank of Baroda,20,0,0.181,0,CLEARED,""
TXN00000297,3537,Retail,OnePlus 11,Uttar Pradesh,Axis Bank,12,0,0.125,0,CLEARED,""
TXN00000368,1857,E-commerce,OnePlus 11,Karnataka,HDFC Bank,2,1,0.257,0,CLEARED,""
TXN00000573,3141,Travel,Google Pixel 7,Tamil Nadu,Axis Bank,8,0,0.176,0,CLEARED,""
TXN00000576,3471,Retail,Samsung Galaxy S23,Tamil Nadu,Axis Bank,1,1,0.081,0,CLEARED,""
TXN00000555,1936,Travel,Oppo Reno 10,Kerala,Kotak Mahindra,17,0,0.071,0,CLEARED,""
TXN00000106,6051,Retail,OnePlus 11,Maharashtra,ICICI Bank,7,0,0.051,0,CLEARED,""
TXN00000637,305894,Healthcare,iPhone 14,Kerala,ICICI Bank,22,1,0.709,1,FLAGGED,"high_amount;geo_mismatch"
TXN00000650,50,E-commerce,OnePlus 11,Kerala,ICICI Bank,7,0,0.913,1,BLOCKED,"unusual_time"
TXN00000093,1820,Food & Dining,Redmi Note 12,Delhi,Bank of Baroda,0,1,0.332,0,CLEARED,""
TXN00000022,2485,Utility Bills,Samsung Galaxy S23,Gujarat,Union Bank,11,0,0.195,0,CLEARED,""
TXN00000424,3933,Travel,Vivo V27,Maharashtra,ICICI Bank,13,0,0.337,0,CLEARED,""
TXN00000080,3936,Gas Station,iPhone 14,Telangana,Axis Bank,7,0,0.237,0,CLEARED,""
TXN00000635,71,Gas Station,Samsung Galaxy S23,Gujarat,Axis Bank,19,0,0.755,1,FLAGGED,"high_amount"
TXN00000078,7518,Entertainment,Google Pixel 7,Rajasthan,Kotak Mahindra,10,0,0.257,0,CLEARED,""
TXN00000081,3166,Gas Station,Google Pixel 7,Tamil Nadu,Union Bank,15,0,0.224,0,CLEARED,""
TXN00000201,461,Entertainment,OnePlus 11,Gujarat,Bank of Baroda,2,1,0.132,0,CLEARED,""
TXN00000171,3515,E-commerce,iPhone 14,Telangana,ICICI Bank,6,0,0.128,0,CLEARED,""
TXN00000305,6396,Utility Bills,Oppo Reno 10,West Bengal,ICICI Bank,20,0,0.206,0,CLEARED,""
TXN00000340,8410,Education,OnePlus 11,Gujarat,Punjab National Bank,10,0,0.24,0,CLEARED,""
TXN00000551,909,Travel,Oppo Reno 10,Karnataka,Union Bank,15,0,0.066,0,CLEARED,""
TXN00000648,348080,Healthcare,Vivo V27,Telangana,Axis Bank,21,0,0.653,1,FLAGGED,"account_age;velocity_breach;new_device"
TXN00000042,4003,Travel,Google Pixel 7,West Bengal,Kotak Mahindra,3,1,0.088,0,CLEARED,""
TXN00000342,2367,Travel,OnePlus 11,Uttar Pradesh,Punjab National Bank,8,0,0.094,0,CLEARED,""
TXN00000435,1015,Education,Vivo V27,Gujarat,Axis Bank,23,1,0.307,0,CLEARED,""
TXN00000652,250320,E-commerce,Samsung Galaxy S23,Gujarat,Union Bank,0,1,0.933,1,BLOCKED,"account_age;high_amount"
TXN00000052,6323,Retail,Oppo Reno 10,Kerala,Axis Bank,10,0,0.234,0,CLEARED,""
TXN00000094,7755,Education,Redmi Note 12,Rajasthan,Punjab National Bank,22,1,0.093,0,CLEARED,""
TXN00000124,7489,Entertainment,OnePlus 11,Kerala,Kotak Mahindra,19,0,0.056,0,CLEARED,""
TXN00000314,4879,Education,Google Pixel 7,Delhi,Axis Bank,8,0,0.074,0,CLEARED,""
TXN00000439,2231,Retail,iPhone 14,Karnataka,Bank of Baroda,11,0,0.107,0,CLEARED,""
TXN00000656,418023,Travel,OnePlus 11,Rajasthan,Punjab National Bank,22,1,0.857,1,BLOCKED,"merchant_risk"
TXN00000108,1784,Travel,Oppo Reno 10,Uttar Pradesh,Kotak Mahindra,7,0,0.172,0,CLEARED,""
TXN00000017,8057,Retail,OnePlus 11,Gujarat,Bank of Baroda,18,0,0.016,0,CLEARED,""
TXN00000326,70,Travel,Redmi Note 12,Kerala,Axis Bank,21,0,0.327,0,CLEARED,""
TXN00000566,1980,Gas Station,iPhone 14,Maharashtra,HDFC Bank,7,0,0.32,0,CLEARED,""
TXN00000345,2513,Healthcare,OnePlus 11,Rajasthan,Kotak Mahindra,12,0,0.027,0,CLEARED,""
TXN00000313,4155,Retail,OnePlus 11,Gujarat,Union Bank,7,0,0.102,0,CLEARED,""
TXN00000062,3404,Gas Station,iPhone 14,Rajasthan,SBI,10,0,0.078,0,CLEARED,""
TXN00000651,180,Healthcare,Redmi Note 12,Kerala,Union Bank,10,0,0.708,1,FLAGGED,"high_amount;new_device"
TXN00000125,4033,Retail,Google Pixel 7,Maharashtra,Punjab National Bank,10,0,0.222,0,CLEARED,""
TXN00000343,9405,Retail,iPhone 14,West Bengal,Bank of Baroda,4,1,0.261,0,CLEARED,""
TXN00000038,5788,Entertainment,Oppo Reno 10,Karnataka,HDFC Bank,7,0,0.221,0,CLEARED,""
TXN00000239,129,Gas Station,OnePlus 11,Gujarat,Union Bank,9,0,0.119,0,CLEARED,""
TXN00000167,3665,Entertainment,Samsung Galaxy S23,Maharashtra,Axis Bank,23,1,0.116,0,CLEARED,""
TXN00000587,2765,E-commerce,Vivo V27,Tamil Nadu,SBI,6,0,0.246,0,CLEARED,""
TXN00000423,1414,Travel,Samsung Galaxy S23,Uttar Pradesh,Union Bank,16,0,0.155,0,CLEARED,""
TXN00000245,2841,Travel,Vivo V27,Uttar Pradesh,Punjab National Bank,7,0,0.06,0,CLEARED,""
TXN00000148,808,Entertainment,Vivo V27,Telangana,SBI,14,0,0.318,0,CLEARED,""
TXN00000515,1767,Food & Dining,Redmi Note 12,Gujarat,Union Bank,21,0,0.126,0,CLEARED,""
TXN00000430,6568,Education,Samsung Galaxy S23,Rajasthan,Union Bank,1,1,0.316,0,CLEARED,""
TXN00000144,781,Travel,Oppo Reno 10,Telangana,Axis Bank,3,1,0.311,0,CLEARED,""
TXN00000526,3177,Healthcare,OnePlus 11,Telangana,Kotak Mahindra,10,0,0.051,0,CLEARED,""
TXN00000513,1588,Gas Station,OnePlus 11,West Bengal,Axis Bank,22,1,0.298,0,CLEARED,""
TXN00000070,4493,Travel,OnePlus 11,Tamil Nadu,Punjab National Bank,12,0,0.253,0,CLEARED,""
TXN00000156,9598,Education,Samsung Galaxy S23,Tamil Nadu,Axis Bank,23,1,0.284,0,CLEARED,""
TXN00000271,4191,Education,Google Pixel 7,Rajasthan,SBI,5,1,0.075,0,CLEARED,""
TXN00000331,8233,Entertainment,iPhone 14,Delhi,Bank of Baroda,19,0,0.269,0,CLEARED,""
TXN00000084,1116,Travel,OnePlus 11,West Bengal,Bank of Baroda,18,0,0.061,0,CLEARED,""
TXN00000278,832,Retail,Samsung Galaxy S23,Tamil Nadu,ICICI Bank,2,1,0.026,0,CLEARED,""
TXN00000362,8804,Healthcare,Oppo Reno 10,Rajasthan,Union Bank,10,0,0.227,0,CLEARED,""
TXN00000374,3849,Gas Station,Google Pixel 7,Maharashtra,SBI,16,0,0.295,0,CLEARED,""
TXN00000237,2981,E-commerce,Samsung Galaxy S23,Maharashtra,ICICI Bank,13,0,0.313,0,CLEARED,""
TXN00000146,3380,Healthcare,Vivo V27,Tamil Nadu,Kotak Mahindra,15,0,0.292,0,CLEARED,""
TXN00000183,1065,Healthcare,Vivo V27,Maharashtra,Axis Bank,17,0,0.186,0,CLEARED,""
TXN00000461,3844,Utility Bills,Oppo Reno 10,Maharashtra,SBI,6,0,0.129,0,CLEARED,""
TXN00000517,4147,Retail,Redmi Note 12,Tamil Nadu,HDFC Bank,1,1,0.043,0,CLEARED,""
TXN00000267,3808,Food & Dining,OnePlus 11,Tamil Nadu,Bank of Baroda,16,0,0.252,0,CLEARED,""
TXN00000140,2374,Entertainment,Redmi Note 12,Maharashtra,Bank of Baroda,14,0,0.235,0,CLEARED,""
TXN00000462,3794,Gas Station,Samsung Galaxy S23,Rajasthan,Bank of Baroda,9,0,0.256,0,CLEARED,""
TXN00000059,1423,Retail,Redmi Note 12,Maharashtra,Axis Bank,21,0,0.184,0,CLEARED,""
TXN00000304,4640,E-commerce,Samsung Galaxy S23,Tamil Nadu,Bank of Baroda,22,1,0.058,0,CLEARED,""
TXN00000534,2369,Utility Bills,Oppo Reno 10,Uttar Pradesh,Union Bank,15,0,0.12,0,CLEARED,""
TXN00000478,177,Travel,Google Pixel 7,West Bengal,Bank of Baroda,19,0,0.337,0,CLEARED,""
TXN00000160,1622,Gas Station,OnePlus 11,West Bengal,Bank of Baroda,5,1,0.347,0,CLEARED,""
TXN00000660,143,Utility Bills,Vivo V27,Rajasthan,Union Bank,5,1,0.794,1,FLAGGED,"merchant_risk"
TXN00000119,6386,E-commerce,Redmi Note 12,Delhi,Axis Bank,13,0,0.146,0,CLEARED,""
TXN00000644,114,Travel,Vivo V27,Gujarat,ICICI Bank,13,0,0.849,1,FLAGGED,"new_device;unusual_time;multiple_attempts;geo_mismatch"
TXN00000659,355402,Education,iPhone 14,Telangana,SBI,20,0,0.687,1,FLAGGED,"merchant_risk;velocity_breach;new_device"
TXN00000473,9630,Entertainment,Google Pixel 7,Delhi,SBI,0,1,0.139,0,CLEARED,""
TXN00000536,5935,Gas Station,Samsung Galaxy S23,Delhi,Kotak Mahindra,17,0,0.109,0,CLEARED,""
TXN00000431,23,Entertainment,Vivo V27,Uttar Pradesh,HDFC Bank,4,1,0.247,0,CLEARED,""
TXN00000647,306942,Utility Bills,Vivo V27,Kerala,HDFC Bank,10,0,0.829,1,FLAGGED,"velocity_breach;merchant_risk;unusual_time;geo_mismatch"
TXN00000538,4737,Utility Bills,iPhone 14,Kerala,Axis Bank,12,0,0.198,0,CLEARED,""
TXN00000283,6595,E-commerce,Redmi Note 12,Kerala,ICICI Bank,5,1,0.248,0,CLEARED,""
TXN00000057,3907,Healthcare,Redmi Note 12,Telangana,Kotak Mahindra,14,0,0.324,0,CLEARED,""
TXN00000471,7678,Food & Dining,OnePlus 11,Rajasthan,HDFC Bank,23,1,0.173,0,CLEARED,""
TXN00000228,1329,Healthcare,OnePlus 11,Kerala,Punjab National Bank,20,0,0.033,0,CLEARED,""
TXN00000655,110,Healthcare,Redmi Note 12,West Bengal,ICICI Bank,11,0,0.981,1,BLOCKED,"account_age;velocity_breach;high_amount"
TXN00000172,4365,Utility Bills,iPhone 14,Karnataka,Axis Bank,12,0,0.182,0,CLEARED,""
TXN00000179,281,Healthcare,iPhone 14,Maharashtra,Kotak Mahindra,16,0,0.195,0,CLEARED,""
TXN00000336,2418,Food & Dining,OnePlus 11,West Bengal,HDFC Bank,21,0,0.189,0,CLEARED,""
TXN00000639,67,Travel,Vivo V27,Karnataka,Punjab National Bank,19,0,0.904,1,BLOCKED,"geo_mismatch"
TXN00000213,1409,Gas Station,OnePlus 11,Uttar Pradesh,HDFC Bank,7,0,0.015,0,CLEARED,""
TXN00000356,3144,Education,Samsung Galaxy S23,Delhi,ICICI Bank,9,0,0.046,0,CLEARED,""
TXN00000638,212692,Gas Station,Google Pixel 7,Karnataka,Axis Bank,11,0,0.725,1,FLAGGED,"velocity_breach;unusual_time;high_amount"
TXN00000636,291353,Education,Vivo V27,Rajasthan,HDFC Bank,3,1,0.691,1,FLAGGED,"multiple_attempts;new_device;unusual_time;merchant_risk"
TXN00000075,3806,Gas Station,Vivo V27,Delhi,Punjab National Bank,13,0,0.297,0,CLEARED,""
TXN00000241,4971,Education,Samsung Galaxy S23,Kerala,Axis Bank,9,0,0.067,0,CLEARED,""
TXN00000634,131,Food & Dining,iPhone 14,Rajasthan,Bank of Baroda,14,0,0.789,1,FLAGGED,"multiple_attempts;unusual_time;new_device;geo_mismatch"
TXN00000253,6013,Gas Station,Samsung Galaxy S23,Karnataka,HDFC Bank,13,0,0.324,0,CLEARED,""
TXN00000224,5517,Education,Google Pixel 7,West Bengal,Union Bank,15,0,0.298,0,CLEARED,""
TXN00000184,437,Utility Bills,Redmi Note 12,Kerala,ICICI Bank,10,0,0.073,0,CLEARED,""
TXN00000432,431,Retail,Samsung Galaxy S23,West Bengal,HDFC Bank,12,0,0.045,0,CLEARED,""
TXN00000055,1028,Retail,OnePlus 11,West Bengal,Punjab National Bank,10,0,0.342,0,CLEARED,""
TXN00000076,2252,Utility Bills,Oppo Reno 10,Delhi,HDFC Bank,8,0,0.323,0,CLEARED,""
TXN00000349,3769,Travel,Vivo V27,Gujarat,Punjab National Bank,15,0,0.021,0,CLEARED,""
TXN00000067,11,Food & Dining,iPhone 14,Delhi,HDFC Bank,7,0,0.245,0,CLEARED,""
TXN00000649,371992,Healthcare,Google Pixel 7,Telangana,ICICI Bank,10,0,0.852,1,BLOCKED,"new_device;unusual_time;high_amount;velocity_breach"
TXN00000480,92,Gas Station,OnePlus 11,Delhi,Axis Bank,13,0,0.313,0,CLEARED,""
TXN00000186,2292,Education,Google Pixel 7,Uttar Pradesh,Kotak Mahindra,6,0,0.298,0,CLEARED,""
TXN00000317,9166,E-commerce,iPhone 14,West Bengal,Punjab National Bank,20,0,0.17,0,CLEARED,""
TXN00000658,345104,Food & Dining,Samsung Galaxy S23,Tamil Nadu,Punjab National Bank,16,0,0.762,1,FLAGGED,"high_amount;velocity_breach;geo_mismatch;merchant_risk"
TXN00000191,3816,Utility Bills,Google Pixel 7,West Bengal,HDFC Bank,19,0,0.154,0,CLEARED,""
TXN00000248,1420,Retail,Google Pixel 7,Maharashtra,Bank of Baroda,18,0,0.178,0,CLEARED,""
TXN00000657,57,Education,OnePlus 11,West Bengal,ICICI Bank,12,0,0.89,1,BLOCKED,"merchant_risk;high_amount;unusual_time"
TXN00000377,2235,Entertainment,Vivo V27,Tamil Nadu,HDFC Bank,1,1,0.262,0,CLEARED,""
TXN00000640,167,Retail,Redmi Note 12,Gujarat,Union Bank,1,1,0.985,1,BLOCKED,"velocity_breach"
TXN00000646,101,Gas Station,Redmi Note 12,West Bengal,HDFC Bank,8,0,0.68,1,FLAGGED,"new_device;unusual_time;high_amount;geo_mismatch"
TXN00000350,7788,Entertainment,OnePlus 11,Uttar Pradesh,Axis Bank,12,0,0.12,0,CLEARED,""
TXN00000243,6005,Education,OnePlus 11,Gujarat,Bank of Baroda,18,0,0.125,0,CLEARED,""
TXN00000250,2823,Healthcare,Samsung Galaxy S23,Delhi,Kotak Mahindra,1,1,0.207,0,CLEARED,""
TXN00000259,4080,Healthcare,Samsung Galaxy S23,Maharashtra,SBI,8,0,0.303,0,CLEARED,""
TXN00000490,5653,Travel,iPhone 14,Delhi,Punjab National Bank,20,0,0.132,0,CLEARED,""
TXN00000210,4790,Healthcare,Vivo V27,Delhi,Union Bank,19,0,0.075,0,CLEARED,""
TXN00000643,71,Healthcare,iPhone 14,Telangana,HDFC Bank,19,0,0.94,1,BLOCKED,"unusual_time;geo_mismatch"
TXN00000475,5936,Travel,OnePlus 11,Telangana,Axis Bank,7,0,0.141,0,CLEARED,""
TXN00000007,3029,Retail,Samsung Galaxy S23,Karnataka,SBI,18,0,0.117,0,CLEARED,""
TXN00000653,279731,Utility Bills,iPhone 14,Karnataka,Punjab National Bank,1,1,0.75,1,FLAGGED,"velocity_breach;new_device;merchant_risk"
TXN00000327,5980,Education,Vivo V27,Telangana,Punjab National Bank,18,0,0.349,0,CLEARED,""
